product_link,title,brand,price,discount,avg_rating,total_ratings
https://www.flipkart.com/adidas-sweepit-w-running-shoes-women/p/itm5a3666f314473?pid=SHOGK5NURF6FJ8DR&lid=LSTSHOGK5NURF6FJ8DROZQGFM&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_8_296&otracker=search&otracker1=search&fm=organic&iid=730183df-99c8-46c4-b25d-c1103ae190a1.SHOGK5NURF6FJ8DR.SEARCH&ppt=sp&ppn=sp&ssid=333aowqemo0000001716205001287&qH=32e27b1148959538,SweepIt W Running Shoes For Women,ADIDAS ,1978,0.4,4.2,1171
https://www.flipkart.com/campus-gazing-walking-shoes-women/p/itm2a45454274359?pid=SHOGSUQU6Y9PNBKF&lid=LSTSHOGSUQU6Y9PNBKFHS2KUS&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_8_297&otracker=search&otracker1=search&fm=organic&iid=730183df-99c8-46c4-b25d-c1103ae190a1.SHOGSUQU6Y9PNBKF.SEARCH&ppt=sp&ppn=sp&ssid=333aowqemo0000001716205001287&qH=32e27b1148959538,GAZING Walking Shoes For Women,CAMPUS ,938,0.24,4.2,67
https://www.flipkart.com/red-tape-walking-shoes-women/p/itm1da22c6c8e785?pid=SHOGH8Y3ZDRZ5HQA&lid=LSTSHOGH8Y3ZDRZ5HQAMJTMD3&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_8_298&otracker=search&otracker1=search&fm=organic&iid=730183df-99c8-46c4-b25d-c1103ae190a1.SHOGH8Y3ZDRZ5HQA.SEARCH&ppt=sp&ppn=sp&ssid=333aowqemo0000001716205001287&qH=32e27b1148959538,Walking Shoes For Women,RED TAPE ,2039,0.7,4.3,920
https://www.flipkart.com/campus-noor-plus-running-shoes-women/p/itmb1b85f2152f3f?pid=SHOFVXCUHBQH45HQ&lid=LSTSHOFVXCUHBQH45HQV4ZNRA&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_8_300&otracker=search&otracker1=search&fm=organic&iid=730183df-99c8-46c4-b25d-c1103ae190a1.SHOFVXCUHBQH45HQ.SEARCH&ppt=sp&ppn=sp&ssid=333aowqemo0000001716205001287&qH=32e27b1148959538,NOOR PLUS Running Shoes For Women,CAMPUS ,812,0.26,4.3,8855
https://www.flipkart.com/hrx-hrithik-roshan-stride-lite-running-shoes-women/p/itm477eaf8d66c28?pid=SHOGX25B2UM7PXXC&lid=LSTSHOGX25B2UM7PXXCCK4OKA&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_8_301&otracker=search&otracker1=search&fm=organic&iid=730183df-99c8-46c4-b25d-c1103ae190a1.SHOGX25B2UM7PXXC.SEARCH&ppt=sp&ppn=sp&ssid=333aowqemo0000001716205001287&qH=32e27b1148959538,STRIDE LITE Running Shoes For Women,HRX by Hrithik Roshan ,828,0.74,4,5
https://www.flipkart.com/adidas-runfalcon-3-0-w-running-shoes-women/p/itmef286699e0ecb?pid=SHOGW3MHUXTKRJZK&lid=LSTSHOGW3MHUXTKRJZKRLIPG1&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_8_302&otracker=search&otracker1=search&fm=organic&iid=730183df-99c8-46c4-b25d-c1103ae190a1.SHOGW3MHUXTKRJZK.SEARCH&ppt=sp&ppn=sp&ssid=333aowqemo0000001716205001287&qH=32e27b1148959538,Runfalcon 3.0 W Running Shoes For Women,ADIDAS ,3759,0.43,4.8,5
https://www.flipkart.com/nike-wmns-tanjun-running-shoes-women/p/itmc1a18a2cce7e9?pid=SHOGKV32HVVQHSEU&lid=LSTSHOGKV32HVVQHSEUHSVVRH&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_8_304&otracker=search&otracker1=search&fm=organic&iid=730183df-99c8-46c4-b25d-c1103ae190a1.SHOGKV32HVVQHSEU.SEARCH&ppt=sp&ppn=sp&ssid=333aowqemo0000001716205001287&qH=32e27b1148959538,WMNS NIKE TANJUN Running Shoes For Women,NIKE ,4249,0.14,4.2,605
https://www.flipkart.com/adidas-gamecourt-2-w-tennis-shoes-women/p/itm51f76e70aaef9?pid=SHOGZT3RMHRHVXYH&lid=LSTSHOGZT3RMHRHVXYHCMT2UD&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_8_305&otracker=search&otracker1=search&fm=organic&iid=730183df-99c8-46c4-b25d-c1103ae190a1.SHOGZT3RMHRHVXYH.SEARCH&ppt=sp&ppn=sp&ssid=333aowqemo0000001716205001287&qH=32e27b1148959538,GameCourt 2 W Tennis Shoes For Women,ADIDAS ,3300,0.49,4,36
https://www.flipkart.com/sparx-sl-211-walking-shoes-women/p/itme607364393d42?pid=SHOGSZRFXSUFKWXP&lid=LSTSHOGSZRFXSUFKWXPOFQ9WK&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_8_306&otracker=search&otracker1=search&fm=organic&iid=730183df-99c8-46c4-b25d-c1103ae190a1.SHOGSZRFXSUFKWXP.SEARCH&ppt=sp&ppn=sp&ssid=333aowqemo0000001716205001287&qH=32e27b1148959538,SL 211 Walking Shoes For Women,Sparx ,1079,0.1,4.3,8
https://www.flipkart.com/sparx-sl-167-running-shoes-women/p/itm39c2d0b60da56?pid=SHOGQRGMVHQBS2KX&lid=LSTSHOGQRGMVHQBS2KX3PHFA0&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_8_307&otracker=search&otracker1=search&fm=organic&iid=730183df-99c8-46c4-b25d-c1103ae190a1.SHOGQRGMVHQBS2KX.SEARCH&ppt=sp&ppn=sp&ssid=333aowqemo0000001716205001287&qH=32e27b1148959538,SL 167 Running Shoes For Women,Sparx ,769,0.3,4.3,4391
https://www.flipkart.com/campus-jitters-walking-shoes-women/p/itmfa9f12c577a9f?pid=SHOGRUJNQSN2BHGH&lid=LSTSHOGRUJNQSN2BHGHXOZCNK&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_8_309&otracker=search&otracker1=search&fm=organic&iid=730183df-99c8-46c4-b25d-c1103ae190a1.SHOGRUJNQSN2BHGH.SEARCH&ppt=sp&ppn=sp&ssid=333aowqemo0000001716205001287&qH=32e27b1148959538,JITTERS Walking Shoes For Women,CAMPUS ,817,0.25,3.9,586
https://www.flipkart.com/red-tape-walking-shoes-women-fashion-meets-comfort/p/itm2367f9b372568?pid=SHOGSZ68S6K9AFTQ&lid=LSTSHOGSZ68S6K9AFTQVXUDCR&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_8_310&otracker=search&otracker1=search&fm=organic&iid=730183df-99c8-46c4-b25d-c1103ae190a1.SHOGSZ68S6K9AFTQ.SEARCH&ppt=sp&ppn=sp&ssid=333aowqemo0000001716205001287&qH=32e27b1148959538,Walking Shoes For Women | Where Fashion Meets Comfort Walking Shoes For Women,RED TAPE ,1979,0.7,4.3,68
https://www.flipkart.com/skechers-go-walk-classic-high-winds-running-shoes-women/p/itm92fa22358bb3a?pid=SHOGFHWYFHZWUZSS&lid=LSTSHOGFHWYFHZWUZSS69PTXI&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_8_311&otracker=search&otracker1=search&fm=organic&iid=730183df-99c8-46c4-b25d-c1103ae190a1.SHOGFHWYFHZWUZSS.SEARCH&ppt=sp&ppn=sp&ssid=333aowqemo0000001716205001287&qH=32e27b1148959538,GO WALK CLASSIC - HIGH WINDS Running Shoes For Women,Skechers ,3189,0.46,4.4,388
https://www.flipkart.com/nike-w-zoom-bella-6-training-gym-shoes-women/p/itm74d23f3caaff7?pid=SHOGKV32HZ2NPWVW&lid=LSTSHOGKV32HZ2NPWVWN0U2EB&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_8_312&otracker=search&otracker1=search&fm=organic&iid=730183df-99c8-46c4-b25d-c1103ae190a1.SHOGKV32HZ2NPWVW.SEARCH&ppt=sp&ppn=sp&ssid=333aowqemo0000001716205001287&qH=32e27b1148959538,W NIKE ZOOM BELLA 6 Training & Gym Shoes For Women,NIKE ,4939,0.34,4.1,16
https://www.flipkart.com/red-tape-walking-shoes-women/p/itm41008a9e1206a?pid=SHOGKZCZPDHNGBMW&lid=LSTSHOGKZCZPDHNGBMWLKNMIU&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_8_313&otracker=search&otracker1=search&fm=organic&iid=730183df-99c8-46c4-b25d-c1103ae190a1.SHOGKZCZPDHNGBMW.SEARCH&ppt=sp&ppn=sp&ssid=333aowqemo0000001716205001287&qH=32e27b1148959538,Walking Shoes For Women,RED TAPE ,1559,0.7,4.3,1756
https://www.flipkart.com/jack-diamond-pro-sneakers-women/p/itm6f53bc60ac36f?pid=SHOG5W769K7EAF79&lid=LSTSHOG5W769K7EAF79ANJPUI&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_8_314&otracker=search&otracker1=search&fm=organic&iid=730183df-99c8-46c4-b25d-c1103ae190a1.SHOG5W769K7EAF79.SEARCH&ppt=sp&ppn=sp&ssid=333aowqemo0000001716205001287&qH=32e27b1148959538,Pro Sneakers For Women,Jack Diamond ,799,0.2,4.2,442
https://www.flipkart.com/skechers-go-run-fast-walking-shoes-women/p/itm70a87f761ff4e?pid=SHOG4VHZET82SWGE&lid=LSTSHOG4VHZET82SWGE1CWWLF&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_8_315&otracker=search&otracker1=search&fm=organic&iid=730183df-99c8-46c4-b25d-c1103ae190a1.SHOG4VHZET82SWGE.SEARCH&ppt=sp&ppn=sp&ssid=333aowqemo0000001716205001287&qH=32e27b1148959538,GO RUN FAST - Walking Shoes For Women,Skechers ,3459,0.37,4.4,317
https://www.flipkart.com/bata-walking-shoes-women/p/itm6e418b655bb7a?pid=SHOGSFJEVNJRTFJH&lid=LSTSHOGSFJEVNJRTFJHAEW8WL&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_8_317&otracker=search&otracker1=search&fm=organic&iid=730183df-99c8-46c4-b25d-c1103ae190a1.SHOGSFJEVNJRTFJH.SEARCH&ppt=sp&ppn=sp&ssid=333aowqemo0000001716205001287&qH=32e27b1148959538,Walking Shoes For Women,Bata ,849,0.15,4.4,66
https://www.flipkart.com/asics-jolt-4-running-shoes-women/p/itma3a59dde91b49?pid=SHOGQ4FZAPPSAGGD&lid=LSTSHOGQ4FZAPPSAGGDH7GGWA&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_8_318&otracker=search&otracker1=search&fm=organic&iid=730183df-99c8-46c4-b25d-c1103ae190a1.SHOGQ4FZAPPSAGGD.SEARCH&ppt=sp&ppn=sp&ssid=333aowqemo0000001716205001287&qH=32e27b1148959538,JOLT 4 Running Shoes For Women,Asics ,2921,0.46,4.2,117
https://www.flipkart.com/campus-hellen-running-shoes-women/p/itm0b029023081f9?pid=SHOGCPK8FSJGG4HX&lid=LSTSHOGCPK8FSJGG4HX4T7QVD&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_8_319&otracker=search&otracker1=search&fm=organic&iid=730183df-99c8-46c4-b25d-c1103ae190a1.SHOGCPK8FSJGG4HX.SEARCH&ppt=sp&ppn=sp&ssid=333aowqemo0000001716205001287&qH=32e27b1148959538,HELLEN Running Shoes For Women,CAMPUS ,1046,0.3,4.2,3120
https://www.flipkart.com/campus-keren-running-shoes-women/p/itm3e88cdff69cb5?pid=SHOGARZ4NZN6BJY2&lid=LSTSHOGARZ4NZN6BJY24BUGHM&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_8_320&otracker=search&otracker1=search&fm=organic&iid=730183df-99c8-46c4-b25d-c1103ae190a1.SHOGARZ4NZN6BJY2.SEARCH&ppt=sp&ppn=sp&ssid=333aowqemo0000001716205001287&qH=32e27b1148959538,KEREN Running Shoes For Women,CAMPUS ,1896,0.13,4,220
https://www.flipkart.com/sparx-sl-168-outdoors-women/p/itm33692c6853c57?pid=SHOGSKYBW598XVFM&lid=LSTSHOGSKYBW598XVFMJHJXC4&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_321&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOGSKYBW598XVFM.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,SL 168 Outdoors For Women,Sparx ,929,0.07,4.1,184
https://www.flipkart.com/puma-game-wns-walking-shoes-women/p/itm68cacd5e6038f?pid=SHOG9VN9Z6GMQZPN&lid=LSTSHOG9VN9Z6GMQZPNHFRGKS&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_322&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOG9VN9Z6GMQZPN.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,Game Wns Walking Shoes For Women,PUMA ,2125,0.5,4.3,1216
https://www.flipkart.com/asian-cute-sports-shoes-women-running-girls-stylish-latest-design-new-fashion-casual-sneakers-ladies-lace-up-lightweight-pink-jogging-walking-gym-party/p/itmbf2270bec53b7?pid=SHOEZ5ZGEPGZHMFT&lid=LSTSHOEZ5ZGEPGZHMFTBUFCZA&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_323&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOEZ5ZGEPGZHMFT.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,"Cute sports shoes for women | Running shoes for girls stylish latest design new fashion | casual sneakers for ladies | Lace up Lightweight pink shoes for jogging, walking, gym & party Running Shoes For Women",asian ,666,0.16,4.2,10933
https://www.flipkart.com/skechers-bobs-skipper-pawty-walking-shoes-women/p/itm1bd0c455db5c2?pid=SHOGHDF9NXGCKUDZ&lid=LSTSHOGHDF9NXGCKUDZ7RF7HC&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_324&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOGHDF9NXGCKUDZ.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,BOBS SKIPPER - PAWTY Walking Shoes For Women,Skechers ,3169,0.33,4.4,14
https://www.flipkart.com/campus-kim-walking-shoes-women/p/itm71cf2ae4bdeb2?pid=SHOGNFFKR42ZNWKS&lid=LSTSHOGNFFKR42ZNWKSESFRFX&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_325&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOGNFFKR42ZNWKS.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,KIM Walking Shoes For Women,CAMPUS ,683,0.02,4.3,4228
https://www.flipkart.com/adidas-sheenwalk-w-walking-shoes-women/p/itm69a06c7bd8efb?pid=SHOGZT6HS2AZ8TBP&lid=LSTSHOGZT6HS2AZ8TBP6NXXRC&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_326&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOGZT6HS2AZ8TBP.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,SheenWalk W Walking Shoes For Women,ADIDAS ,2169,0.39,4.2,135
https://www.flipkart.com/campus-hall-walking-shoes-women/p/itm90a54bd017957?pid=SHOGY64XYTZFBXAZ&lid=LSTSHOGY64XYTZFBXAZ8KZDHJ&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_327&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOGY64XYTZFBXAZ.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,HALL Walking Shoes For Women,CAMPUS ,1058,0.29,4.3,93
https://www.flipkart.com/skechers-go-walk-5-trendy-running-shoes-women/p/itmb77c4f7578ba5?pid=SHOGJFFTUCSFJH9F&lid=LSTSHOGJFFTUCSFJH9FQRJVOE&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_328&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOGJFFTUCSFJH9F.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,Go Walk 5 - Trendy Running Shoes For Women,Skechers ,4409,0.37,4.4,793
https://www.flipkart.com/longwalk-trendy-sports-shoes-women-s-running-walking-memory-foam-running-women/p/itm16241ea11f1dc?pid=SHOGBTHZXWUPA6XM&lid=LSTSHOGBTHZXWUPA6XMJQCXJD&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_329&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOGBTHZXWUPA6XM.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,"Trendy Sports Shoes for Women's Running,Walking with Memory Foam Running Shoes For Women",Longwalk ,358,0.76,4.1,338
https://www.flipkart.com/campus-noor-plus-running-shoes-women/p/itm1d7e014d69a9e?pid=SHOFYZKMTTGEHCGS&lid=LSTSHOFYZKMTTGEHCGSJSIYVJ&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_330&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOFYZKMTTGEHCGS.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,NOOR PLUS Running Shoes For Women,CAMPUS ,720,0.34,4.3,8855
https://www.flipkart.com/skechers-go-walk-joy-gratify-walking-shoes-women/p/itmb6d420ee6ef10?pid=SHOGB8DZBDHNTJ27&lid=LSTSHOGB8DZBDHNTJ27H2VXFP&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_331&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOGB8DZBDHNTJ27.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,GO WALK JOY- GRATIFY Walking Shoes For Women,Skechers ,3299,0.4,4.2,606
https://www.flipkart.com/skechers-go-walk-smart-scholar-walking-shoes-women/p/itmd7bc011a0bb3c?pid=SHOGFHWYNEVWKCET&lid=LSTSHOGFHWYNEVWKCET5FJ13F&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_332&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOGFHWYNEVWKCET.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,GO WALK SMART - SCHOLAR Walking Shoes For Women,Skechers ,5039,0.37,4,123
https://www.flipkart.com/campus-caly-casuals-women/p/itm4ce556eaa7106?pid=SHOGN4C7ZHFJBCSK&lid=LSTSHOGN4C7ZHFJBCSKLPUADJ&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_333&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOGN4C7ZHFJBCSK.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,CALY Casuals For Women,CAMPUS ,1447,0.03,4.4,30
https://www.flipkart.com/sparx-sl-111-stylish-comfortable-sneakers-women/p/itm9022ee55ba12b?pid=SHOF5GDFNTXCGDSK&lid=LSTSHOF5GDFNTXCGDSKZ3BBXU&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_335&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOF5GDFNTXCGDSK.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,"SL 111 | Stylish, Comfortable | Sneakers For Women",Sparx ,569,0.24,4.3,11259
https://www.flipkart.com/hrx-hrithik-roshan-stride-lite-running-shoes-women/p/itm16b4b251c4306?pid=SHOGX25BXDQHRSZT&lid=LSTSHOGX25BXDQHRSZTZMZPQC&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_336&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOGX25BXDQHRSZT.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,STRIDE LITE Running Shoes For Women,HRX by Hrithik Roshan ,828,0.74,4,4
https://www.flipkart.com/fabbmate-trendy-sports-shoes-women-s-running-walking-memory-foam-running-women/p/itm68ab71f052daf?pid=SHOGH3Y2HCCEP8BB&lid=LSTSHOGH3Y2HCCEP8BBRSWK65&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_337&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOGH3Y2HCCEP8BB.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,"Fabbmate Trendy Sports Shoes for Women's Running,Walking with Memory Foam Running Shoes For Women",Fabbmate ,449,0.43,4,29582
https://www.flipkart.com/puma-flyer-runner-engineered-knit-running-shoes-women/p/itmcc905b9e734df?pid=SHOGMYDD6D8RGFJN&lid=LSTSHOGMYDD6D8RGFJNVOWM90&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_338&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOGMYDD6D8RGFJN.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,Flyer Runner Engineered Knit Running Shoes For Women,PUMA ,2529,0.54,4,773
https://www.flipkart.com/yala-sneakers-women/p/itm0d5870c0894f5?pid=SHOFKMFG22VXFQGN&lid=LSTSHOFKMFG22VXFQGNWI3LKW&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_339&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOFKMFG22VXFQGN.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,Sneakers For Women,YALA ,399,0.42,4.5,6
https://www.flipkart.com/asian-11-navy-sports-gym-walking-training-stylish-running-shoes-women/p/itm9c86b2882cdb8?pid=SHOGPDFBYCDGDUGG&lid=LSTSHOGPDFBYCDGDUGGWF0JIA&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_340&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOGPDFBYCDGDUGG.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,"-11 Navy Sports,Gym,Walking,Training,Stylish Running Shoes For Women",asian ,764,0.27,4.2,75320
https://www.flipkart.com/adidas-run-70s-running-shoes-women/p/itm349d72a33d322?pid=SHOGZT3EY34FHQPY&lid=LSTSHOGZT3EY34FHQPYRGARHD&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_341&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOGZT3EY34FHQPY.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,RUN 70s Running Shoes For Women,ADIDAS ,3069,0.56,4.3,75
https://www.flipkart.com/red-tape-walking-shoes-women/p/itmd650d340d471f?pid=SHOGPPCFUY6AXWGV&lid=LSTSHOGPPCFUY6AXWGVHNYXKT&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_342&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOGPPCFUY6AXWGV.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,Walking Shoes For Women,RED TAPE ,1649,0.7,4.2,2259
https://www.flipkart.com/skechers-flex-appeal-3-0-she-s-iconic-running-shoes-women/p/itmcc86e937d8360?pid=SHOGFHWZ8N9AJEEZ&lid=LSTSHOGFHWZ8N9AJEEZ0XQXP6&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_343&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOGFHWZ8N9AJEEZ.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,FLEX APPEAL 3.0-SHE'S ICONIC Running Shoes For Women,Skechers ,3129,0.55,4.4,274
https://www.flipkart.com/avant-glam-walking-shoes-cushioned-insoles-bouncy-eva-outsole-women/p/itm45289d7a76eb3?pid=SHOGXGFUT3SGEZRS&lid=LSTSHOGXGFUT3SGEZRSCZSDJE&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_344&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOGXGFUT3SGEZRS.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,Glam Walking Shoes with Cushioned Insoles and Bouncy EVA outsole Walking Shoes For Women,AVANT ,799,0.27,5,5
https://www.flipkart.com/campus-olivia-running-shoes-women/p/itma8e260b6277ce?pid=SHOGB6HZKPAF5WQH&lid=LSTSHOGB6HZKPAF5WQH8QHAAK&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_345&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOGB6HZKPAF5WQH.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,OLIVIA Running Shoes For Women,CAMPUS ,1158,0.35,4.3,3295
https://www.flipkart.com/red-tape-walking-shoes-women/p/itm9b222ba87d2ed?pid=SHOFTZMXSZHHGHCG&lid=LSTSHOFTZMXSZHHGHCGOKMRC6&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_9_346&otracker=search&otracker1=search&fm=organic&iid=006c9308-da8d-496c-8aca-a182322ab4ec.SHOFTZMXSZHHGHCG.SEARCH&ppt=sp&ppn=sp&ssid=5bz5oj8gj40000001716205003492&qH=32e27b1148959538,Walking Shoes For Women,RED TAPE ,1589,0.7,4.2,280
